class,bruises,odor,spore_print_color,population,habitat,mushroom_ID,gillID,capID,veilID,stalkID
e,t,l,n,y,p,exyntlfcbnersywwpwopnyp,fcbn,xyn,pwop,ersyww
e,f,n,n,y,u,effgfnfcnpeesswwpwopnyu,fcnp,ffg,pwop,eessww
e,f,n,k,y,u,exfgfnfcngeesswwpwopkyu,fcng,xfg,pwop,eessww
e,t,l,k,s,g,ebyytlfcbnecsswwpwopksg,fcbn,byy,pwop,ecssww
e,t,l,k,s,m,exsytlfcbnecsswwpwopksm,fcbn,xsy,pwop,ecssww
e,t,l,n,s,g,ebywtlfcbkecsswwpwopnsg,fcbk,byw,pwop,ecssww
e,t,a,k,s,m,exswtafcbgecsswwpwopksm,fcbg,xsw,pwop,ecssww
e,t,a,n,n,m,ebsytafcbgecsswwpwopnnm,fcbg,bsy,pwop,ecssww
e,t,a,k,s,m,exsytafcbkecsswwpwopksm,fcbk,xsy,pwop,ecssww
e,f,n,k,s,g,exfgfnfwbpteffwwpwoeksg,fwbp,xfg,pwoe,teffww
e,t,a,n,v,d,efsytafwnptbsswwpwopnvd,fwnp,fsy,pwop,tbssww
p,t,p,k,s,g,pxywtpfcnpeesswwpwopksg,fcnp,xyw,pwop,eessww
e,f,n,k,a,g,exfwfnfwbktefswwpwoekag,fwbk,xfw,pwoe,tefsww
e,t,a,k,s,g,ebywtafcbwecsswwpwopksg,fcbw,byw,pwop,ecssww
e,t,l,n,v,d,exsytlfwnwtbsswwpwopnvd,fwnw,xsy,pwop,tbssww
e,t,a,k,s,g,ebywtafcbnecsswwpwopksg,fcbn,byw,pwop,ecssww
e,t,l,k,s,g,exywtlfcbgecsswwpwopksg,fcbg,xyw,pwop,ecssww
e,t,n,n,y,d,exfntnfcbptbssgppwopnyd,fcbp,xfn,pwop,tbssgp
e,t,l,n,s,m,ebywtlfcbkecsswwpwopnsm,fcbk,byw,pwop,ecssww
e,t,l,n,n,m,exsytlfcbgecsswwpwopnnm,fcbg,xsy,pwop,ecssww
e,t,a,k,y,g,efyntafcbpersywwpwopkyg,fcbp,fyn,pwop,ersyww
e,f,n,n,s,g,exfwfnfwbntesswwpwoensg,fwbn,xfw,pwoe,tessww
e,t,l,k,s,g,exsytlfcbwecsswwpwopksg,fcbw,xsy,pwop,ecssww
p,t,p,n,v,g,pxywtpfcnneesswwpwopnvg,fcnn,xyw,pwop,eessww
e,t,l,k,s,g,exyytlfcbnecsswwpwopksg,fcbn,xyy,pwop,ecssww
e,t,a,n,v,d,exfwtafwnptbsswwpwopnvd,fwnp,xfw,pwop,tbssww
e,t,a,n,n,g,ebsytafcbgecsswwpwopnng,fcbg,bsy,pwop,ecssww
p,t,p,k,v,u,pxywtpfcnkeesswwpwopkvu,fcnk,xyw,pwop,eessww
e,t,a,n,v,d,exsytafwnwtbsswwpwopnvd,fwnw,xsy,pwop,tbssww
e,t,a,k,n,m,exywtafcbkecsswwpwopknm,fcbk,xyw,pwop,ecssww
e,t,l,n,v,d,exfwtlfwnntbsswwpwopnvd,fwnn,xfw,pwop,tbssww
e,t,l,n,v,d,efswtlfwnwtbsswwpwopnvd,fwnw,fsw,pwop,tbssww
e,t,l,n,s,m,exyytlfcbkecsswwpwopnsm,fcbk,xyy,pwop,ecssww
e,t,a,u,v,d,effytafwnwtbsswwpwopuvd,fwnw,ffy,pwop,tbssww
e,t,a,k,s,g,exswtafcbwecsswwpwopksg,fcbw,xsw,pwop,ecssww
e,t,a,k,s,m,ebyytafcbnecsswwpwopksm,fcbn,byy,pwop,ecssww
e,t,l,n,s,p,exyntlfcbpersywwpwopnsp,fcbp,xyn,pwop,ersyww
e,t,l,k,n,g,ebywtlfcbkecsswwpwopkng,fcbk,byw,pwop,ecssww
e,t,a,n,s,m,exsytafcbnecsswwpwopnsm,fcbn,xsy,pwop,ecssww
p,t,p,n,v,u,pxyntpfcnneesswwpwopnvu,fcnn,xyn,pwop,eessww
e,t,l,k,n,g,ebsytlfcbwecsswwpwopkng,fcbw,bsy,pwop,ecssww
e,t,a,k,n,g,ebywtafcbgecsswwpwopkng,fcbg,byw,pwop,ecssww
p,t,p,k,v,u,pxyntpfcnweesswwpwopkvu,fcnw,xyn,pwop,eessww
e,t,l,k,s,m,ebswtlfcbnecsswwpwopksm,fcbn,bsw,pwop,ecssww
e,t,l,n,n,m,ebyytlfcbwecsswwpwopnnm,fcbw,byy,pwop,ecssww
e,t,a,k,s,g,ebyytafcbnecsswwpwopksg,fcbn,byy,pwop,ecssww
e,t,l,n,n,g,exywtlfcbgecsswwpwopnng,fcbg,xyw,pwop,ecssww
e,t,n,k,y,d,exfntnfcbptbsspwpwopkyd,fcbp,xfn,pwop,tbsspw
e,t,a,k,y,g,exyntafcbwersywwpwopkyg,fcbw,xyn,pwop,ersyww
e,t,l,n,s,g,ebsytlfcbnecsswwpwopnsg,fcbn,bsy,pwop,ecssww
e,f,n,n,v,u,exfgfnfcngeesswwpwopnvu,fcng,xfg,pwop,eessww
e,t,l,k,y,g,exyntlfcbnersywwpwopkyg,fcbn,xyn,pwop,ersyww
e,t,a,n,s,g,exswtafcbkecsswwpwopnsg,fcbk,xsw,pwop,ecssww
e,t,a,k,n,g,ebywtafcbnecsswwpwopkng,fcbn,byw,pwop,ecssww
e,t,a,k,s,m,exsytafcbgecsswwpwopksm,fcbg,xsy,pwop,ecssww
e,t,a,n,v,d,effytafwnptbsswwpwopnvd,fwnp,ffy,pwop,tbssww
e,t,l,n,s,g,ebyytlfcbgecsswwpwopnsg,fcbg,byy,pwop,ecssww
e,f,n,n,a,g,exfnfnfwbntesfwwpwoenag,fwbn,xfn,pwoe,tesfww
e,t,l,n,v,d,exfytlfwnntbsswwpwopnvd,fwnn,xfy,pwop,tbssww
e,t,a,n,n,m,exsytafcbnecsswwpwopnnm,fcbn,xsy,pwop,ecssww
e,f,n,k,s,g,efsgfnfwbntesfwwpwoeksg,fwbn,fsg,pwoe,tesfww
e,f,n,n,y,u,exfnfnfcngeesswwpwopnyu,fcng,xfn,pwop,eessww
e,f,n,n,a,g,efsgfnfwbhteffwwpwoenag,fwbh,fsg,pwoe,teffww
e,t,a,n,s,p,efyntafcbpersywwpwopnsp,fcbp,fyn,pwop,ersyww
e,t,a,n,s,g,ebywtafcbkecsswwpwopnsg,fcbk,byw,pwop,ecssww
e,t,a,k,s,m,ebsytafcbkecsswwpwopksm,fcbk,bsy,pwop,ecssww
e,t,l,k,s,p,exyytlfcbwersywwpwopksp,fcbw,xyy,pwop,ersyww
e,f,n,n,v,u,esfgfnfcngeesswwpwopnvu,fcng,sfg,pwop,eessww
e,t,a,n,y,p,efyntafcbpersywwpwopnyp,fcbp,fyn,pwop,ersyww
p,t,p,k,s,u,pxyntpfcnkeesswwpwopksu,fcnk,xyn,pwop,eessww
e,t,a,n,y,p,exyytafcbpersywwpwopnyp,fcbp,xyy,pwop,ersyww
e,t,a,n,s,g,exyytafcbwecsswwpwopnsg,fcbw,xyy,pwop,ecssww
e,f,n,n,s,g,exfnfnfwbhtesfwwpwoensg,fwbh,xfn,pwoe,tesfww
e,f,n,k,a,g,exfnfnfwbpteffwwpwoekag,fwbp,xfn,pwoe,teffww
e,f,n,k,a,g,efsnfnfwbktefswwpwoekag,fwbk,fsn,pwoe,tefsww
e,t,a,n,s,p,efyntafcbnersywwpwopnsp,fcbn,fyn,pwop,ersyww
e,t,a,k,n,g,exsytafcbwecsswwpwopkng,fcbw,xsy,pwop,ecssww
e,f,n,k,v,u,effnfnfcnpeesswwpwopkvu,fcnp,ffn,pwop,eessww
e,t,a,n,s,p,exyytafcbwersywwpwopnsp,fcbw,xyy,pwop,ersyww
e,t,a,u,v,d,exfytafwnptbsswwpwopuvd,fwnp,xfy,pwop,tbssww
e,t,a,n,n,g,ebyytafcbgecsswwpwopnng,fcbg,byy,pwop,ecssww
e,f,n,k,s,g,exfgfnfwbntesswwpwoeksg,fwbn,xfg,pwoe,tessww
e,t,a,n,s,g,exyytafcbwersywwpwopnsg,fcbw,xyy,pwop,ersyww
e,t,l,k,y,g,efyntlfcbnersywwpwopkyg,fcbn,fyn,pwop,ersyww
e,t,a,k,s,m,exsytafcbwecsswwpwopksm,fcbw,xsy,pwop,ecssww
e,f,n,n,y,u,esfnfnfcnneesswwpwopnyu,fcnn,sfn,pwop,eessww
e,t,a,k,s,m,exswtafcbkecsswwpwopksm,fcbk,xsw,pwop,ecssww
e,t,l,k,n,g,ebswtlfcbnecsswwpwopkng,fcbn,bsw,pwop,ecssww
e,f,n,k,y,u,esfnfnfcnkeesswwpwopkyu,fcnk,sfn,pwop,eessww
e,t,l,n,n,m,ebyytlfcbnecsswwpwopnnm,fcbn,byy,pwop,ecssww
e,t,l,n,n,g,exyytlfcbkecsswwpwopnng,fcbk,xyy,pwop,ecssww
e,t,a,n,s,g,ebyytafcbkecsswwpwopnsg,fcbk,byy,pwop,ecssww
p,t,p,k,s,u,pxyntpfcnpeesswwpwopksu,fcnp,xyn,pwop,eessww
e,f,n,n,s,g,exswfnfwbktefswwpwoensg,fwbk,xsw,pwoe,tefsww
e,t,a,k,s,m,exywtafcbwecsswwpwopksm,fcbw,xyw,pwop,ecssww
e,t,a,n,n,g,ebswtafcbgecsswwpwopnng,fcbg,bsw,pwop,ecssww
e,t,n,n,y,d,exfntnfcbntbssgwpwopnyd,fcbn,xfn,pwop,tbssgw
p,t,p,n,s,u,pxsntpfcnweesswwpwopnsu,fcnw,xsn,pwop,eessww
e,t,l,k,y,p,exyntlfcbwersywwpwopkyp,fcbw,xyn,pwop,ersyww
e,f,n,k,a,g,exsnfnfwbntesswwpwoekag,fwbn,xsn,pwoe,tessww
e,t,l,k,n,m,ebyytlfcbnecsswwpwopknm,fcbn,byy,pwop,ecssww
e,t,a,n,n,m,exsytafcbwecsswwpwopnnm,fcbw,xsy,pwop,ecssww
e,t,a,n,s,m,ebsytafcbnecsswwpwopnsm,fcbn,bsy,pwop,ecssww
e,t,l,k,n,m,exsytlfcbgecsswwpwopknm,fcbg,xsy,pwop,ecssww
e,t,a,n,n,g,ebywtafcbnecsswwpwopnng,fcbn,byw,pwop,ecssww
e,f,n,n,v,u,exfgfnfcnkeesswwpwopnvu,fcnk,xfg,pwop,eessww
e,t,a,k,s,g,efyntafcbwersywwpwopksg,fcbw,fyn,pwop,ersyww
e,f,n,n,a,g,exfgfnfwbhteffwwpwoenag,fwbh,xfg,pwoe,teffww
e,t,l,n,n,m,exswtlfcbkecsswwpwopnnm,fcbk,xsw,pwop,ecssww
e,t,l,n,s,m,exyytlfcbwecsswwpwopnsm,fcbw,xyy,pwop,ecssww
e,f,n,k,v,u,exfgfnfcnneesswwpwopkvu,fcnn,xfg,pwop,eessww
p,t,p,n,s,u,pxsntpfcnpeesswwpwopnsu,fcnp,xsn,pwop,eessww
e,t,l,n,n,g,ebywtlfcbwecsswwpwopnng,fcbw,byw,pwop,ecssww
e,t,a,k,n,m,ebywtafcbnecsswwpwopknm,fcbn,byw,pwop,ecssww
p,t,p,n,v,u,pxyntpfcnpeesswwpwopnvu,fcnp,xyn,pwop,eessww
e,t,l,n,s,m,ebsytlfcbwecsswwpwopnsm,fcbw,bsy,pwop,ecssww
e,t,l,n,s,m,exswtlfcbkecsswwpwopnsm,fcbk,xsw,pwop,ecssww
e,t,l,k,s,m,exyytlfcbnecsswwpwopksm,fcbn,xyy,pwop,ecssww
e,t,l,n,n,g,ebyytlfcbnecsswwpwopnng,fcbn,byy,pwop,ecssww
e,t,a,n,s,m,exswtafcbgecsswwpwopnsm,fcbg,xsw,pwop,ecssww
e,t,a,k,s,g,exswtafcbgecsswwpwopksg,fcbg,xsw,pwop,ecssww
e,t,l,n,y,p,exyntlfcbwersywwpwopnyp,fcbw,xyn,pwop,ersyww
e,t,a,n,s,m,exswtafcbwecsswwpwopnsm,fcbw,xsw,pwop,ecssww
e,f,n,k,s,g,exsnfnfwbnteffwwpwoeksg,fwbn,xsn,pwoe,teffww
e,t,l,n,s,p,exyntlfcbnersywwpwopnsp,fcbn,xyn,pwop,ersyww
e,t,l,k,y,g,exyytlfcbnersywwpwopkyg,fcbn,xyy,pwop,ersyww
p,t,p,k,v,g,pxyntpfcnkeesswwpwopkvg,fcnk,xyn,pwop,eessww
e,t,a,n,n,g,ebyytafcbwecsswwpwopnng,fcbw,byy,pwop,ecssww
e,t,l,u,v,d,exfwtlfwnptbsswwpwopuvd,fwnp,xfw,pwop,tbssww
p,t,p,k,s,u,pxsntpfcnweesswwpwopksu,fcnw,xsn,pwop,eessww
e,t,l,k,n,g,exyytlfcbkecsswwpwopkng,fcbk,xyy,pwop,ecssww
e,f,n,n,a,g,effgfnfwbhteffwwpwoenag,fwbh,ffg,pwoe,teffww
e,t,l,k,s,g,exywtlfcbnecsswwpwopksg,fcbn,xyw,pwop,ecssww
e,t,a,n,s,m,ebywtafcbwecsswwpwopnsm,fcbw,byw,pwop,ecssww
p,t,p,n,s,u,pxyntpfcnpeesswwpwopnsu,fcnp,xyn,pwop,eessww
e,t,l,k,s,g,efyntlfcbwersywwpwopksg,fcbw,fyn,pwop,ersyww
e,t,l,n,n,m,exswtlfcbnecsswwpwopnnm,fcbn,xsw,pwop,ecssww
e,t,a,n,v,d,exswtafwnntbsswwpwopnvd,fwnn,xsw,pwop,tbssww
e,t,a,n,y,p,efyntafcbnersywwpwopnyp,fcbn,fyn,pwop,ersyww
e,t,a,n,n,m,ebswtafcbkecsswwpwopnnm,fcbk,bsw,pwop,ecssww
e,f,n,k,a,g,exswfnfwbpteffwwpwoekag,fwbp,xsw,pwoe,teffww
e,f,n,n,v,u,effgfnfcnneesswwpwopnvu,fcnn,ffg,pwop,eessww
e,t,a,n,s,g,exywtafcbgecsswwpwopnsg,fcbg,xyw,pwop,ecssww
e,t,l,n,y,g,exyytlfcbnersywwpwopnyg,fcbn,xyy,pwop,ersyww
e,t,l,n,s,g,ebsytlfcbgecsswwpwopnsg,fcbg,bsy,pwop,ecssww
e,t,l,k,s,g,ebsytlfcbwecsswwpwopksg,fcbw,bsy,pwop,ecssww
e,t,l,n,v,d,efswtlfwnntbsswwpwopnvd,fwnn,fsw,pwop,tbssww
e,t,a,k,n,m,ebswtafcbwecsswwpwopknm,fcbw,bsw,pwop,ecssww
e,t,a,u,v,d,exfytafwnntbsswwpwopuvd,fwnn,xfy,pwop,tbssww
e,t,l,n,n,m,exywtlfcbgecsswwpwopnnm,fcbg,xyw,pwop,ecssww
e,t,l,n,n,m,ebyytlfcbkecsswwpwopnnm,fcbk,byy,pwop,ecssww
e,t,a,n,y,p,exyntafcbpersywwpwopnyp,fcbp,xyn,pwop,ersyww
e,t,l,k,s,m,exywtlfcbnecsswwpwopksm,fcbn,xyw,pwop,ecssww
e,t,l,k,s,m,exywtlfcbgecsswwpwopksm,fcbg,xyw,pwop,ecssww
e,t,a,k,y,p,exyytafcbpersywwpwopkyp,fcbp,xyy,pwop,ersyww
e,t,l,k,n,m,exywtlfcbnecsswwpwopknm,fcbn,xyw,pwop,ecssww
e,t,l,k,n,m,exsytlfcbwecsswwpwopknm,fcbw,xsy,pwop,ecssww
e,t,l,k,s,g,exyntlfcbpersywwpwopksg,fcbp,xyn,pwop,ersyww
e,t,l,n,n,g,exswtlfcbnecsswwpwopnng,fcbn,xsw,pwop,ecssww
e,t,l,k,s,g,efyntlfcbnersywwpwopksg,fcbn,fyn,pwop,ersyww
e,t,l,k,s,m,ebswtlfcbwecsswwpwopksm,fcbw,bsw,pwop,ecssww
e,t,n,n,y,d,exfntnfcbntbssgppwopnyd,fcbn,xfn,pwop,tbssgp
e,t,l,n,s,m,exywtlfcbkecsswwpwopnsm,fcbk,xyw,pwop,ecssww
e,t,l,k,n,g,ebswtlfcbgecsswwpwopkng,fcbg,bsw,pwop,ecssww
e,t,l,k,n,m,ebsytlfcbgecsswwpwopknm,fcbg,bsy,pwop,ecssww
e,t,l,n,v,d,exfytlfwnptbsswwpwopnvd,fwnp,xfy,pwop,tbssww
e,t,l,n,n,m,ebswtlfcbgecsswwpwopnnm,fcbg,bsw,pwop,ecssww
e,f,n,k,a,g,exsgfnfwbhtesfwwpwoekag,fwbh,xsg,pwoe,tesfww
e,t,a,n,n,g,ebswtafcbkecsswwpwopnng,fcbk,bsw,pwop,ecssww
e,t,l,k,s,m,ebsytlfcbwecsswwpwopksm,fcbw,bsy,pwop,ecssww
e,t,a,k,y,p,efyytafcbnersywwpwopkyp,fcbn,fyy,pwop,ersyww
e,t,a,n,y,p,efyntafcbwersywwpwopnyp,fcbw,fyn,pwop,ersyww
e,t,a,n,s,m,exswtafcbkecsswwpwopnsm,fcbk,xsw,pwop,ecssww
e,t,l,n,s,g,efyytlfcbnersywwpwopnsg,fcbn,fyy,pwop,ersyww
e,t,a,k,s,g,ebswtafcbgecsswwpwopksg,fcbg,bsw,pwop,ecssww
e,t,a,n,n,m,exyytafcbwecsswwpwopnnm,fcbw,xyy,pwop,ecssww
e,f,n,k,v,u,exfnfnfcnkeesswwpwopkvu,fcnk,xfn,pwop,eessww
e,t,a,n,y,g,efyntafcbpersywwpwopnyg,fcbp,fyn,pwop,ersyww
e,t,a,k,n,m,exswtafcbgecsswwpwopknm,fcbg,xsw,pwop,ecssww
e,t,l,k,n,g,exsytlfcbgecsswwpwopkng,fcbg,xsy,pwop,ecssww
e,t,l,k,n,g,ebyytlfcbgecsswwpwopkng,fcbg,byy,pwop,ecssww
e,t,a,n,s,p,efyytafcbwersywwpwopnsp,fcbw,fyy,pwop,ersyww
e,t,l,k,n,g,exyytlfcbgecsswwpwopkng,fcbg,xyy,pwop,ecssww
e,t,a,k,n,m,exywtafcbwecsswwpwopknm,fcbw,xyw,pwop,ecssww
e,t,a,u,v,d,effwtafwnntbsswwpwopuvd,fwnn,ffw,pwop,tbssww
e,f,n,k,y,u,esfgfnfcnkeesswwpwopkyu,fcnk,sfg,pwop,eessww
e,t,l,n,v,d,efsytlfwnntbsswwpwopnvd,fwnn,fsy,pwop,tbssww
e,f,n,k,y,u,effgfnfcnkeesswwpwopkyu,fcnk,ffg,pwop,eessww
e,f,n,n,y,u,exfnfnfcnpeesswwpwopnyu,fcnp,xfn,pwop,eessww
e,t,a,n,n,g,ebywtafcbwecsswwpwopnng,fcbw,byw,pwop,ecssww
e,t,a,n,v,d,exswtafwnptbsswwpwopnvd,fwnp,xsw,pwop,tbssww
e,t,l,k,s,m,ebyytlfcbnecsswwpwopksm,fcbn,byy,pwop,ecssww
e,t,a,k,s,m,ebyytafcbkecsswwpwopksm,fcbk,byy,pwop,ecssww
e,t,l,k,s,g,ebyytlfcbgecsswwpwopksg,fcbg,byy,pwop,ecssww
e,t,l,u,v,d,efswtlfwnptbsswwpwopuvd,fwnp,fsw,pwop,tbssww
e,f,n,k,y,u,effgfnfcngeesswwpwopkyu,fcng,ffg,pwop,eessww
e,t,a,n,v,d,efswtafwnwtbsswwpwopnvd,fwnw,fsw,pwop,tbssww
e,t,a,k,y,g,efyytafcbpersywwpwopkyg,fcbp,fyy,pwop,ersyww
e,t,l,n,s,m,exywtlfcbwecsswwpwopnsm,fcbw,xyw,pwop,ecssww
e,f,n,n,y,u,esfnfnfcnpeesswwpwopnyu,fcnp,sfn,pwop,eessww
e,t,l,k,s,p,exyntlfcbnersywwpwopksp,fcbn,xyn,pwop,ersyww
e,t,a,k,s,p,exyntafcbnersywwpwopksp,fcbn,xyn,pwop,ersyww
e,t,a,u,v,d,effytafwnntbsswwpwopuvd,fwnn,ffy,pwop,tbssww
p,t,p,n,s,g,pfsntpfcnpeesswwpwopnsg,fcnp,fsn,pwop,eessww
p,t,p,n,v,u,pxsntpfcnkeesswwpwopnvu,fcnk,xsn,pwop,eessww
e,t,l,n,s,p,efyntlfcbwersywwpwopnsp,fcbw,fyn,pwop,ersyww
e,t,a,k,s,g,exyytafcbwersywwpwopksg,fcbw,xyy,pwop,ersyww
e,t,a,n,n,m,ebsytafcbkecsswwpwopnnm,fcbk,bsy,pwop,ecssww
e,f,n,n,a,g,effwfnfwbhtefswwpwoenag,fwbh,ffw,pwoe,tefsww
e,t,a,n,s,g,efyntafcbpersywwpwopnsg,fcbp,fyn,pwop,ersyww
e,t,a,n,s,g,exywtafcbnecsswwpwopnsg,fcbn,xyw,pwop,ecssww
e,t,l,k,n,m,ebsytlfcbwecsswwpwopknm,fcbw,bsy,pwop,ecssww
e,t,a,n,n,g,exsytafcbwecsswwpwopnng,fcbw,xsy,pwop,ecssww
e,t,a,k,n,g,ebyytafcbgecsswwpwopkng,fcbg,byy,pwop,ecssww
e,t,l,k,n,m,exswtlfcbgecsswwpwopknm,fcbg,xsw,pwop,ecssww
e,t,a,k,s,m,ebsytafcbwecsswwpwopksm,fcbw,bsy,pwop,ecssww
e,t,a,n,s,g,ebyytafcbwecsswwpwopnsg,fcbw,byy,pwop,ecssww
p,t,p,n,v,g,pxsntpfcnneesswwpwopnvg,fcnn,xsn,pwop,eessww
e,f,n,n,s,g,exsgfnfwbptesswwpwoensg,fwbp,xsg,pwoe,tessww
e,f,n,n,a,g,efsnfnfwbptefswwpwoenag,fwbp,fsn,pwoe,tefsww
e,t,a,n,v,d,exfwtafwnntbsswwpwopnvd,fwnn,xfw,pwop,tbssww
e,f,n,n,v,u,effgfnfcnpeesswwpwopnvu,fcnp,ffg,pwop,eessww
e,f,n,n,y,u,effnfnfcnkeesswwpwopnyu,fcnk,ffn,pwop,eessww
e,t,a,k,s,g,ebyytafcbkecsswwpwopksg,fcbk,byy,pwop,ecssww
e,t,a,u,v,d,exfwtafwnntbsswwpwopuvd,fwnn,xfw,pwop,tbssww
e,f,n,n,v,u,esfgfnfcnneesswwpwopnvu,fcnn,sfg,pwop,eessww
e,f,n,n,v,u,exfnfnfcnkeesswwpwopnvu,fcnk,xfn,pwop,eessww
e,f,n,n,a,g,exfwfnfwbhtefswwpwoenag,fwbh,xfw,pwoe,tefsww
e,t,l,k,y,p,exyntlfcbnersywwpwopkyp,fcbn,xyn,pwop,ersyww
e,t,a,k,n,g,ebsytafcbkecsswwpwopkng,fcbk,bsy,pwop,ecssww
e,t,l,k,s,g,exywtlfcbkecsswwpwopksg,fcbk,xyw,pwop,ecssww
e,t,a,n,n,g,exyytafcbkecsswwpwopnng,fcbk,xyy,pwop,ecssww
e,t,l,k,n,m,exswtlfcbwecsswwpwopknm,fcbw,xsw,pwop,ecssww
e,t,l,k,s,g,ebswtlfcbnecsswwpwopksg,fcbn,bsw,pwop,ecssww
e,t,a,n,y,p,efyytafcbpersywwpwopnyp,fcbp,fyy,pwop,ersyww
p,t,p,n,s,u,pxsntpfcnneesswwpwopnsu,fcnn,xsn,pwop,eessww
e,f,n,k,y,u,effgfnfcnneesswwpwopkyu,fcnn,ffg,pwop,eessww
e,t,l,n,s,g,ebsytlfcbwecsswwpwopnsg,fcbw,bsy,pwop,ecssww
e,t,a,n,s,p,efyntafcbwersywwpwopnsp,fcbw,fyn,pwop,ersyww
e,t,a,n,s,m,exsytafcbkecsswwpwopnsm,fcbk,xsy,pwop,ecssww
e,f,n,k,y,u,exfnfnfcnkeesswwpwopkyu,fcnk,xfn,pwop,eessww
e,t,a,n,y,p,efyytafcbwersywwpwopnyp,fcbw,fyy,pwop,ersyww
e,t,a,n,y,p,exyntafcbnersywwpwopnyp,fcbn,xyn,pwop,ersyww
e,t,a,k,s,g,exswtafcbnecsswwpwopksg,fcbn,xsw,pwop,ecssww
p,t,p,k,s,g,pxywtpfcnneesswwpwopksg,fcnn,xyw,pwop,eessww
e,t,l,k,y,p,efyntlfcbwersywwpwopkyp,fcbw,fyn,pwop,ersyww
p,t,p,k,s,g,pfsntpfcnkeesswwpwopksg,fcnk,fsn,pwop,eessww
e,f,n,k,s,g,exfwfnfwbktefswwpwoeksg,fwbk,xfw,pwoe,tefsww
e,t,a,k,s,m,ebywtafcbkecsswwpwopksm,fcbk,byw,pwop,ecssww
e,f,n,k,v,u,esfnfnfcnpeesswwpwopkvu,fcnp,sfn,pwop,eessww
e,t,l,n,s,m,exyytlfcbgecsswwpwopnsm,fcbg,xyy,pwop,ecssww
e,t,a,u,v,d,efswtafwnptbsswwpwopuvd,fwnp,fsw,pwop,tbssww
e,t,a,k,s,m,exsytafcbnecsswwpwopksm,fcbn,xsy,pwop,ecssww
e,f,n,k,s,g,effgfnfwbptesfwwpwoeksg,fwbp,ffg,pwoe,tesfww
p,t,p,n,s,g,pxywtpfcnneesswwpwopnsg,fcnn,xyw,pwop,eessww
e,t,a,k,s,g,exyytafcbpersywwpwopksg,fcbp,xyy,pwop,ersyww
e,f,n,k,a,g,effnfnfwbntesswwpwoekag,fwbn,ffn,pwoe,tessww
e,t,a,k,s,m,exswtafcbwecsswwpwopksm,fcbw,xsw,pwop,ecssww
e,t,l,n,s,m,ebyytlfcbgecsswwpwopnsm,fcbg,byy,pwop,ecssww
e,f,n,n,v,u,effgfnfcngeesswwpwopnvu,fcng,ffg,pwop,eessww
e,t,l,u,v,d,exfytlfwnptbsswwpwopuvd,fwnp,xfy,pwop,tbssww
e,t,a,n,n,m,exsytafcbgecsswwpwopnnm,fcbg,xsy,pwop,ecssww
e,f,n,n,y,u,effnfnfcnneesswwpwopnyu,fcnn,ffn,pwop,eessww
e,f,n,n,s,g,exfgfnfwbhtefswwpwoensg,fwbh,xfg,pwoe,tefsww
e,t,l,k,s,p,exyytlfcbpersywwpwopksp,fcbp,xyy,pwop,ersyww
e,t,l,n,v,d,efswtlfwnptbsswwpwopnvd,fwnp,fsw,pwop,tbssww
e,t,l,k,s,g,exsytlfcbkecsswwpwopksg,fcbk,xsy,pwop,ecssww
e,t,a,k,y,p,efyytafcbpersywwpwopkyp,fcbp,fyy,pwop,ersyww
p,t,p,k,v,u,pxyntpfcnkeesswwpwopkvu,fcnk,xyn,pwop,eessww
e,t,l,u,v,d,exfwtlfwnwtbsswwpwopuvd,fwnw,xfw,pwop,tbssww
e,t,l,k,n,g,exswtlfcbwecsswwpwopkng,fcbw,xsw,pwop,ecssww
e,t,a,n,n,m,exyytafcbgecsswwpwopnnm,fcbg,xyy,pwop,ecssww
e,t,a,n,s,g,ebsytafcbgecsswwpwopnsg,fcbg,bsy,pwop,ecssww
e,t,a,u,v,d,exsytafwnwtbsswwpwopuvd,fwnw,xsy,pwop,tbssww
e,t,a,u,v,d,exsytafwnntbsswwpwopuvd,fwnn,xsy,pwop,tbssww
e,f,n,k,s,g,exfwfnfwbntefswwpwoeksg,fwbn,xfw,pwoe,tefsww
e,t,a,n,s,m,ebswtafcbwecsswwpwopnsm,fcbw,bsw,pwop,ecssww
p,t,p,k,v,g,pxywtpfcnweesswwpwopkvg,fcnw,xyw,pwop,eessww
e,t,a,n,n,g,exyytafcbgecsswwpwopnng,fcbg,xyy,pwop,ecssww
e,f,n,k,s,g,efsgfnfwbktesfwwpwoeksg,fwbk,fsg,pwoe,tesfww
p,t,p,n,s,g,pxsntpfcnneesswwpwopnsg,fcnn,xsn,pwop,eessww
e,t,a,k,n,m,ebywtafcbwecsswwpwopknm,fcbw,byw,pwop,ecssww
e,t,a,k,n,m,exswtafcbkecsswwpwopknm,fcbk,xsw,pwop,ecssww
e,t,l,n,v,d,effytlfwnntbsswwpwopnvd,fwnn,ffy,pwop,tbssww
e,t,a,k,n,g,exsytafcbkecsswwpwopkng,fcbk,xsy,pwop,ecssww
e,t,l,k,n,g,ebywtlfcbwecsswwpwopkng,fcbw,byw,pwop,ecssww
e,t,a,n,y,g,exyntafcbwersywwpwopnyg,fcbw,xyn,pwop,ersyww
e,t,l,n,s,g,exsytlfcbwecsswwpwopnsg,fcbw,xsy,pwop,ecssww
e,f,n,n,v,u,exfnfnfcnpeesswwpwopnvu,fcnp,xfn,pwop,eessww
